Cod Material;Tombamento;SiglaLotacao;Lotação;Sigla de usuário com carga pessoal;Nome de usuário com carga pessoal;Descrição;Núm. série;Marca;Modelo;Autor;Editora;Edicao;Forn Razao Social;Forn Nome Fantasia;Orgao Ext. Entrada;Cód. estrutural;Tipo Entrada;NumDocumento;Valor de aquisição;Valor de reavaliação;Valor Atualizado;Classificação SIAFI;Descr Siafi;Situação;Observação;Data de aquisição;Data de reavaliação;Data de atualização;Dt Term Garantia;Dta Ult. Movimentacao;Dta Baixa;Tipo Termo;Num.Termo;Órgão Externo;Processo Adm.;Estado Conservação;Ano/mês da última atualização;Data estimada do término da licença
"50811";"1290004222";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE LED DE 20', COR PRETA, TELA FORMATO WIDESCREEN PADRÃO 16:9 COM BASE PARA COLOCAÇÃO SOBRE UMA MESA, REGULAGEM DE ALTURA E PERMISSÃO PARA GIRO DE 90 GRAUS, ALIMENTAÇÃO INTERNA 110-220V, CONEXÕES D-SUB E DVI-D PADRÃO PLUG & PLAY.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54072";"389,30";"";"38,93";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"26/08/2015";"";"02/02/2026";"";"26/08/2015 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"50811";"1290004223";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE LED DE 20', COR PRETA, TELA FORMATO WIDESCREEN PADRÃO 16:9 COM BASE PARA COLOCAÇÃO SOBRE UMA MESA, REGULAGEM DE ALTURA E PERMISSÃO PARA GIRO DE 90 GRAUS, ALIMENTAÇÃO INTERNA 110-220V, CONEXÕES D-SUB E DVI-D PADRÃO PLUG & PLAY.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54073";"389,30";"";"38,93";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"26/08/2015";"";"02/02/2026";"";"26/08/2015 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"50811";"1290004224";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE LED DE 20', COR PRETA, TELA FORMATO WIDESCREEN PADRÃO 16:9 COM BASE PARA COLOCAÇÃO SOBRE UMA MESA, REGULAGEM DE ALTURA E PERMISSÃO PARA GIRO DE 90 GRAUS, ALIMENTAÇÃO INTERNA 110-220V, CONEXÕES D-SUB E DVI-D PADRÃO PLUG & PLAY.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54074";"389,30";"";"38,93";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"26/08/2015";"";"02/02/2026";"";"26/08/2015 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"50811";"1290004225";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE LED DE 20', COR PRETA, TELA FORMATO WIDESCREEN PADRÃO 16:9 COM BASE PARA COLOCAÇÃO SOBRE UMA MESA, REGULAGEM DE ALTURA E PERMISSÃO PARA GIRO DE 90 GRAUS, ALIMENTAÇÃO INTERNA 110-220V, CONEXÕES D-SUB E DVI-D PADRÃO PLUG & PLAY.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54075";"389,30";"";"38,93";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"26/08/2015";"";"02/02/2026";"";"26/08/2015 00:00:00";"";"";"";"";"";"";"202008";"N/A"
"53417";"1290004227";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARMÁRIO ALTO, 2 PORTAS DE ABRIR, MEDINDO 800X500X1600MM EM MDP, TAMPO EM MDP DE 25MM ESPESSURA ACABAMENTO EM FITA DE BORDA PVC DE 2MM ESPESSURA, COSTAS, BASES E LATERAIS EM MDP DE 18MM ESPESSURA, PUXADORES EM ALUMÍNIO DE 128MM, FECHADURAS COM 2 CHAVES ESCAMOTEAVEIS, 2 PRATELEIRAS REGULÁVEIS, 1 PRATELEIRA FIXA, PORTAS DE GIRO EM MADEIRA MDP DE 18MM, COR CARVALHO MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54077";"1.140,00";"";"114,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53417";"1290004228";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARMÁRIO ALTO, 2 PORTAS DE ABRIR, MEDINDO 800X500X1600MM EM MDP, TAMPO EM MDP DE 25MM ESPESSURA ACABAMENTO EM FITA DE BORDA PVC DE 2MM ESPESSURA, COSTAS, BASES E LATERAIS EM MDP DE 18MM ESPESSURA, PUXADORES EM ALUMÍNIO DE 128MM, FECHADURAS COM 2 CHAVES ESCAMOTEAVEIS, 2 PRATELEIRAS REGULÁVEIS, 1 PRATELEIRA FIXA, PORTAS DE GIRO EM MADEIRA MDP DE 18MM, COR CARVALHO MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54078";"1.140,00";"";"114,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53417";"1290004229";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARMÁRIO ALTO, 2 PORTAS DE ABRIR, MEDINDO 800X500X1600MM EM MDP, TAMPO EM MDP DE 25MM ESPESSURA ACABAMENTO EM FITA DE BORDA PVC DE 2MM ESPESSURA, COSTAS, BASES E LATERAIS EM MDP DE 18MM ESPESSURA, PUXADORES EM ALUMÍNIO DE 128MM, FECHADURAS COM 2 CHAVES ESCAMOTEAVEIS, 2 PRATELEIRAS REGULÁVEIS, 1 PRATELEIRA FIXA, PORTAS DE GIRO EM MADEIRA MDP DE 18MM, COR CARVALHO MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54079";"1.140,00";"";"114,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53421";"1290004239";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARMÁRIO BAIXO COM 2 PORTAS DE ABRIR, MEDINDO 900X500X740MM, TAMPO EM MDP DE 25MM DE ESPESSURA, COSTAS, BASES E LATERAIS EM MDP DE 18MM DE ESPESSURA, 1 PRATELEIRA REGULÁVEL EM MDP DE 25MM DE ESPESSURA, PORTAS DE GIRO CONFECCIONADA EM MDP DE 18MM DE ESPESSURA, FECHADURA COM 2 CHAVES ESCAMOTEÁVEIS, PUXADORES EM ALUMÍNIO DE 128MM, COR CARVALHO AMETISTA/MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54089";"720,00";"";"72,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53421";"1290004240";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARMÁRIO BAIXO COM 2 PORTAS DE ABRIR, MEDINDO 900X500X740MM, TAMPO EM MDP DE 25MM DE ESPESSURA, COSTAS, BASES E LATERAIS EM MDP DE 18MM DE ESPESSURA, 1 PRATELEIRA REGULÁVEL EM MDP DE 25MM DE ESPESSURA, PORTAS DE GIRO CONFECCIONADA EM MDP DE 18MM DE ESPESSURA, FECHADURA COM 2 CHAVES ESCAMOTEÁVEIS, PUXADORES EM ALUMÍNIO DE 128MM, COR CARVALHO AMETISTA/MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54090";"720,00";"";"72,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53422";"1290004241";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MESA DIRETORA, MESA AUXILIAR E MESA PRINCIPAL ACOPLADA, MEDINDO 1800X800X740 E 1800X600X650, TAMPO SUPERIOR PRINCIPAL ÚNICO COM 50MM DE ESPESSURA EM MADEIRA MDF DE 6MM DE ESPESSURA, PASSA CABO RETANGULAR EM AÇO CROMADO, TAMPO AUXILIAR LATERAL DE 50MM DE ESPESSURA EM MDP DE 6MM DE ESPESSURA, CAIXA DE TOMADAS NA JUNÇÃO DOS TAMPOS PARA 6 TOMADAS, PÉ PAINEL LD/LE DE 50MM DE ESPESSURA EM MDP DE 6MM ESPESSURA COM SAPATAS NIVELADORAS QUADRADAS 50X50X15 EM ALUMÍNIO MACIÇO COM REGULAGEM DE ALTURA, COR CARVALHO AMETISTA/MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54091";"2.740,00";"";"274,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53423";"1290004242";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MESA DE CENTRO E CANTO DIRETORIA, MEDINDO 800X800X400, COM TAMPO ÚNICO DE 50MM DE ESPESSURA, CONFECCIOANDO EM MDF, TRAVESSAS INTERNAS EM MDP DE 38MM DE ESPESSURA, PRATELEIRA EM MDP COM TAMPO ÚNICO DE 25MM DE ESPESSURA, PÉ PAINEL ÚNICO DE 50MM DE ESPESSURA EM MDP, TAMPO COM FURACÕES PARA ACOPLAR OS PÉS PAINÉIS E DEMAIS ACESSÓRIOS, COR CARVALHO AMETISTA/MALVA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54092";"870,00";"";"87,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53424";"1290004243";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"SOFANETE DE 1 LUGAR COM ESTRUTURA E BRAÇO CROMADO, BASE TUBULAR, 4 PÉS EM TUBO DE AÇO REDONDO, APOIA BRAÇOS EM FORMATO DE ARCO REVESTIDO NO MESMO ACABAMENTO DOS ESTOFADOS, ENCOSTO/ASSENTO CONFECCIONADOS EM TUBOS DE AÇO INTERLIGADOS POR PERSINTAS, BARRAS METÁLICAS PARA O ASSENTO, REVESTIMENTO EM MATERIAL SINTÉTICO (COURO ECOLÓGICO) DUBLADO COM ESPUMA LAMINADA DE 8MM DE DENSIDADE DE 28KG/M³, COR MARROM, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54093";"1.280,00";"";"128,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53424";"1290004244";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"SOFANETE DE 1 LUGAR COM ESTRUTURA E BRAÇO CROMADO, BASE TUBULAR, 4 PÉS EM TUBO DE AÇO REDONDO, APOIA BRAÇOS EM FORMATO DE ARCO REVESTIDO NO MESMO ACABAMENTO DOS ESTOFADOS, ENCOSTO/ASSENTO CONFECCIONADOS EM TUBOS DE AÇO INTERLIGADOS POR PERSINTAS, BARRAS METÁLICAS PARA O ASSENTO, REVESTIMENTO EM MATERIAL SINTÉTICO (COURO ECOLÓGICO) DUBLADO COM ESPUMA LAMINADA DE 8MM DE DENSIDADE DE 28KG/M³, COR MARROM, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54094";"1.280,00";"";"128,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"53425";"1290004245";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"SOFANETE DE 2 LUGARES COM ESTRUTURA E BRAÇO CROMADO, BASE TUBULAR, 4 PÉS EM TUBO DE AÇO REDONDO, APOIA BRAÇOS EM FORMATO DE ARCO REVESTIDO NO MESMO ACABAMENTO DOS ESTOFADOS, ENCOSTO/ASSENTO CONFECCIONADOS EM TUBOS DE AÇO INTERLIGADOS POR PERSINTAS, BARRAS METÁLICAS PARA O ASSENTO, REVESTIMENTO EM MATERIAL SINTÉTICO (COUTO ECOLÓGICO) DUBLADO COM ESPUMA LAMINADA DE 8MM DE DENSIDADE DE 28KG/M³, COR PRETA, MARCA CADERODE.";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54095";"1.600,00";"";"160,00";"12311.03.03";"MOBILIARIO EM GERAL";"ATIVO";"MIGRAÇÃO";"27/08/2015";"";"02/02/2026";"";"27/08/2015 00:00:00";"";"";"";"";"";"";"202508";"N/A"
"50978";"1290004408";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE DESKTOP SMALL FORM FACTOR,  PLACA MÃE MOTHERBOARD COM ARQUITETURA ATX, PROCESSADOR INTEL CORE i5-4570, CACHÊ DE 6MB, MEMÓRIA RAM 4GB DDR3 SYNCH DRAM PC3-10600 (1333 MHZ); HD: HDD 500GB SATA, 7200 RPM; UNIDADE ÓPTICA DVD-RW, CHIPSET INTEL Q87 ESPRESS, SISTEMA OPERACIONAL WINDOWS 8 Pro, PLACA DE VÍDEO INTEGRATED INTEL HD GRAPHICS 4600, PLACA DE SOM HD ÁUDIO WITH REALTEK ALC221 CODEC, 2 (DOIS) USB 2.0, 2 (DOIS) USB 3.0, TECLADO PADRÃO ABNT2, MOUSE ÓPTICO, TENSÃO: 110/220 VAC , MODELO: EliteDesk 800 G1 SFF, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54096";"2.670,00";"";"267,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"50978";"1290004409";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE DESKTOP SMALL FORM FACTOR,  PLACA MÃE MOTHERBOARD COM ARQUITETURA ATX, PROCESSADOR INTEL CORE i5-4570, CACHÊ DE 6MB, MEMÓRIA RAM 4GB DDR3 SYNCH DRAM PC3-10600 (1333 MHZ); HD: HDD 500GB SATA, 7200 RPM; UNIDADE ÓPTICA DVD-RW, CHIPSET INTEL Q87 ESPRESS, SISTEMA OPERACIONAL WINDOWS 8 Pro, PLACA DE VÍDEO INTEGRATED INTEL HD GRAPHICS 4600, PLACA DE SOM HD ÁUDIO WITH REALTEK ALC221 CODEC, 2 (DOIS) USB 2.0, 2 (DOIS) USB 3.0, TECLADO PADRÃO ABNT2, MOUSE ÓPTICO, TENSÃO: 110/220 VAC , MODELO: EliteDesk 800 G1 SFF, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54097";"2.670,00";"";"267,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"50978";"1290004410";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE DESKTOP SMALL FORM FACTOR,  PLACA MÃE MOTHERBOARD COM ARQUITETURA ATX, PROCESSADOR INTEL CORE i5-4570, CACHÊ DE 6MB, MEMÓRIA RAM 4GB DDR3 SYNCH DRAM PC3-10600 (1333 MHZ); HD: HDD 500GB SATA, 7200 RPM; UNIDADE ÓPTICA DVD-RW, CHIPSET INTEL Q87 ESPRESS, SISTEMA OPERACIONAL WINDOWS 8 Pro, PLACA DE VÍDEO INTEGRATED INTEL HD GRAPHICS 4600, PLACA DE SOM HD ÁUDIO WITH REALTEK ALC221 CODEC, 2 (DOIS) USB 2.0, 2 (DOIS) USB 3.0, TECLADO PADRÃO ABNT2, MOUSE ÓPTICO, TENSÃO: 110/220 VAC , MODELO: EliteDesk 800 G1 SFF, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54098";"2.670,00";"";"267,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"50978";"1290004411";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE DESKTOP SMALL FORM FACTOR,  PLACA MÃE MOTHERBOARD COM ARQUITETURA ATX, PROCESSADOR INTEL CORE i5-4570, CACHÊ DE 6MB, MEMÓRIA RAM 4GB DDR3 SYNCH DRAM PC3-10600 (1333 MHZ); HD: HDD 500GB SATA, 7200 RPM; UNIDADE ÓPTICA DVD-RW, CHIPSET INTEL Q87 ESPRESS, SISTEMA OPERACIONAL WINDOWS 8 Pro, PLACA DE VÍDEO INTEGRATED INTEL HD GRAPHICS 4600, PLACA DE SOM HD ÁUDIO WITH REALTEK ALC221 CODEC, 2 (DOIS) USB 2.0, 2 (DOIS) USB 3.0, TECLADO PADRÃO ABNT2, MOUSE ÓPTICO, TENSÃO: 110/220 VAC , MODELO: EliteDesk 800 G1 SFF, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54099";"2.670,00";"";"267,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"51038";"1290004412";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD LED, TELA COM 23 POLEGADAS, COLORIDO, TEMPO DE RESPOSTAS: 5 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONECTORES: DVI-D (DIGITAL) e VGA DB15 (ANALÓGICO); PIXEL PITCH: 0,265 MM; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 170°x160°, NÚMERO DE CORES: 16,7 MILHÕES, 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) VGA, 3 (TRÊS) USB 2.0, TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.6A, MODELO: EliteDisplay E231, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54100";"860,00";"";"86,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"51038";"1290004413";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD LED, TELA COM 23 POLEGADAS, COLORIDO, TEMPO DE RESPOSTAS: 5 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONECTORES: DVI-D (DIGITAL) e VGA DB15 (ANALÓGICO); PIXEL PITCH: 0,265 MM; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 170°x160°, NÚMERO DE CORES: 16,7 MILHÕES, 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) VGA, 3 (TRÊS) USB 2.0, TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.6A, MODELO: EliteDisplay E231, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54101";"860,00";"";"86,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"51038";"1290004414";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD LED, TELA COM 23 POLEGADAS, COLORIDO, TEMPO DE RESPOSTAS: 5 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONECTORES: DVI-D (DIGITAL) e VGA DB15 (ANALÓGICO); PIXEL PITCH: 0,265 MM; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 170°x160°, NÚMERO DE CORES: 16,7 MILHÕES, 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) VGA, 3 (TRÊS) USB 2.0, TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.6A, MODELO: EliteDisplay E231, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54102";"860,00";"";"86,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"51038";"1290004415";"1aAUD2aCJM";"1a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD LED, TELA COM 23 POLEGADAS, COLORIDO, TEMPO DE RESPOSTAS: 5 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONECTORES: DVI-D (DIGITAL) e VGA DB15 (ANALÓGICO); PIXEL PITCH: 0,265 MM; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 170°x160°, NÚMERO DE CORES: 16,7 MILHÕES, 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) VGA, 3 (TRÊS) USB 2.0, TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.6A, MODELO: EliteDisplay E231, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54103";"860,00";"";"86,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"09/09/2015 00:00:00";"";"";"";"";"";"";"202009";"N/A"
"50978";"1290004416";"ALMOX2-SP";"Almoxarifado de Material Permanente - 2ª CJM - São Paulo";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE DESKTOP SMALL FORM FACTOR,  PLACA MÃE MOTHERBOARD COM ARQUITETURA ATX, PROCESSADOR INTEL CORE i5-4570, CACHÊ DE 6MB, MEMÓRIA RAM 4GB DDR3 SYNCH DRAM PC3-10600 (1333 MHZ); HD: HDD 500GB SATA, 7200 RPM; UNIDADE ÓPTICA DVD-RW, CHIPSET INTEL Q87 ESPRESS, SISTEMA OPERACIONAL WINDOWS 8 Pro, PLACA DE VÍDEO INTEGRATED INTEL HD GRAPHICS 4600, PLACA DE SOM HD ÁUDIO WITH REALTEK ALC221 CODEC, 2 (DOIS) USB 2.0, 2 (DOIS) USB 3.0, TECLADO PADRÃO ABNT2, MOUSE ÓPTICO, TENSÃO: 110/220 VAC , MODELO: EliteDesk 800 G1 SFF, MARCA: ""HP"". (GARANTIA: 36 (TRINTA E SEIS) MESES ""ON SITE"" A CONTAR DE 04/09/2015).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54104";"2.670,00";"";"267,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"09/09/2015";"";"02/02/2026";"";"02/08/2025 16:40:33";"";"";"";"";"";"";"202009";"N/A"
